model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
exponential,esr_ratio,2,stress2:column:04,6,6,6,0,OK,0.059639249925417359,0.072565222301506638,0.052305033334000009,1.1402200921005792,0.085324999999999984,0.69896571843442568,0.30103428156557432,OK
exponential,esr_ratio,2,stress2:column:05,6,6,6,0,OK,0.05851794166966251,0.070860265003697617,0.05245940000000001,1.1154901060565408,0.081955,0.71402527813632488,0.28597472186367512,OK
exponential,esr_ratio,2,stress2:column:06,6,6,6,0,OK,0.06422638730101167,0.074998820358377294,0.052558633334000002,1.2219950030447964,0.080043333333333286,0.80239521052361273,0.19760478947638727,OK
exponential,esr_ratio,3,stress2:column:01,5,5,5,0,OK,0.092564969301251437,0.10141760412881659,0.052256633334000005,1.7713534798466515,0.13528999999999999,0.6841966834300498,0.3158033165699502,OK
exponential,esr_ratio,3,stress2:column:02,5,5,5,0,OK,0.081874848579908122,0.11459846119331443,0.052756633334000005,1.551934674480874,0.12172000000000001,0.67264910105083897,0.32735089894916103,OK
exponential,esr_ratio,3,stress2:column:03,5,5,5,0,OK,0.089920801963660951,0.10700800685214869,0.052486833334000005,1.7132068416368322,0.12832000000000005,0.70075437939261942,0.29924562060738058,OK
exponential,esr_ratio,3,stress2:column:04,5,5,5,0,OK,0.072480242746286686,0.10181743911792467,0.052305033334000009,1.3857221404191731,0.13685999999999998,0.52959405776915602,0.47040594223084398,OK
exponential,esr_ratio,3,stress2:column:05,5,5,5,0,OK,0.083286292982626658,0.10433381159251377,0.05245940000000001,1.5876333504124456,0.13039600000000001,0.63871815839923507,0.36128184160076493,OK
exponential,esr_ratio,3,stress2:column:06,5,5,5,0,OK,0.087040106062733311,0.10980648671554591,0.052558633334000002,1.656057255324928,0.12606199999999995,0.69045474498844495,0.30954525501155505,OK
global_drift,capacity_ratio,1,stress2:column:01,7,7,7,0,OK,0.011547358276643962,0.013120124290499533,0.021647333333999999,0.53343098193565064,0.022649999999999965,0.50981714245668786,0.49018285754331214,OK
global_drift,capacity_ratio,1,stress2:column:02,7,7,7,0,OK,0.013306247165532874,0.015559625763981746,0.020801333333999996,0.63968241611626286,0.027628571428571398,0.48161184156530623,0.51838815843469377,OK
global_drift,capacity_ratio,1,stress2:column:03,7,7,7,0,OK,0.012885890022675706,0.015079858522486519,0.020928333333999995,0.61571506039333757,0.026917142857142844,0.4787242870116229,0.52127571298837716,OK
global_drift,capacity_ratio,1,stress2:column:04,7,7,7,0,OK,0.014213778911564612,0.017093973897936664,0.020602333333999998,0.68991112225660556,0.028849999999999962,0.49267864511489184,0.5073213548851081,OK
global_drift,capacity_ratio,1,stress2:column:05,7,7,7,0,OK,0.013148010775845773,0.015021711779973759,0.020978,0.62675234892962972,0.026713809528571386,0.49218029954819809,0.50781970045180191,OK
global_drift,capacity_ratio,1,stress2:column:06,7,7,7,0,OK,0.016036814058956819,0.018756504977954915,0.020729333334,0.77362903092756152,0.028642857142857098,0.5598887701381442,0.4401112298618558,OK
global_drift,capacity_ratio,2,stress2:column:01,6,6,6,0,OK,0.026786984126984121,0.027069484783142649,0.021647333333999999,1.2374265094773416,0.047924999999999975,0.55893550604035758,0.44106449395964242,OK
global_drift,capacity_ratio,2,stress2:column:02,6,6,6,0,OK,0.031429761904761898,0.032213022660277701,0.020801333333999996,1.5109493896427122,0.05853666666666666,0.53692435347808043,0.46307564652191957,OK
global_drift,capacity_ratio,2,stress2:column:03,6,6,6,0,OK,0.030676706349206273,0.031559695543741814,0.020928333333999995,1.4657978664440112,0.057199999999999994,0.53630605505605378,0.46369394494394622,OK
