model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
global_drift,capacity_ratio,1,stress2:column:05,6,6,6,0,OK,0.014118790350153398,0.015947474003437701,0.020978,0.67302842740744584,0.028780555561666626,0.49056698436212559,0.50943301563787435,OK
global_drift,capacity_ratio,1,stress2:column:06,6,6,6,0,OK,0.017715171957671898,0.020112368672888934,0.020729333334,0.85459438913144825,0.031316666666666625,0.5656787213732386,0.4343212786267614,OK
global_drift,capacity_ratio,2,stress2:column:01,5,5,5,0,OK,0.027541047619047632,0.027809261385748123,0.021647333333999999,1.2722605225370081,0.050779999999999978,0.54236013428608987,0.45763986571391013,OK
global_drift,capacity_ratio,2,stress2:column:02,5,5,5,0,OK,0.033055714285714279,0.033714041506379473,0.020801333333999996,1.5891151665592691,0.062463999999999985,0.52919624560889933,0.47080375439110067,OK
global_drift,capacity_ratio,2,stress2:column:03,5,5,5,0,OK,0.031255380952380896,0.03226196734785701,0.020928333333999995,1.4934481620475561,0.060145999999999991,0.51965851349018888,0.48034148650981112,OK
global_drift,capacity_ratio,2,stress2:column:04,5,5,5,0,OK,0.036409914285714204,0.037923945357324046,0.020602333333999998,1.767271390839356,0.065177999999999986,0.55862276052831039,0.44137723947168961,OK
global_drift,capacity_ratio,2,stress2:column:05,5,5,5,0,OK,0.031915319054590441,0.032834876801315464,0.020978,1.5213709149866737,0.059001333339999976,0.54092538673110691,0.45907461326889309,OK
global_drift,capacity_ratio,2,stress2:column:06,5,5,5,0,OK,0.035074190476190426,0.039018291158677165,0.020729333334,1.6920076449666697,0.060059999999999981,0.58398585541442616,0.41601414458557384,OK
global_drift,capacity_ratio,3,stress2:column:01,4,4,4,0,OK,0.042929464285714314,0.043221654019113639,0.021647333333999999,1.9831294517134781,0.075290000000000024,0.57018812970798649,0.42981187029201351,OK
global_drift,capacity_ratio,3,stress2:column:02,4,4,4,0,OK,0.050776964285714182,0.050857452162231469,0.020801333333999996,2.44104372880361,0.09189249999999996,0.55256918993078008,0.44743081006921992,OK
global_drift,capacity_ratio,3,stress2:column:03,4,4,4,0,OK,0.048223214285714272,0.048364233226758008,0.020928333333999995,2.304207101258811,0.088617500000000016,0.54417258764594201,0.45582741235405799,OK
global_drift,capacity_ratio,3,stress2:column:04,4,4,4,0,OK,0.055660464285714223,0.056390609484249198,0.020602333333999998,2.7016582725539076,0.095772499999999955,0.58117376371833507,0.41882623628166493,OK
global_drift,capacity_ratio,3,stress2:column:05,4,4,4,0,OK,0.048393619067982119,0.048673920854818621,0.020978,2.3068747768129527,0.086387083350000005,0.56019507999724727,0.43980492000275273,OK
global_drift,capacity_ratio,3,stress2:column:06,4,4,4,0,OK,0.052964107142857125,0.056298444627489369,0.020729333334,2.5550318618296344,0.087925000000000003,0.60237824444534682,0.39762175555465318,OK
global_drift,esr_ratio,1,stress2:column:01,6,6,6,0,OK,0.031588101851851791,0.035098618479203085,0.052256633334000005,0.604480232202396,0.039466666666666685,0.80037420232732537,0.19962579767267463,OK
global_drift,esr_ratio,1,stress2:column:02,6,6,6,0,OK,0.032752442460317499,0.036060374148230094,0.052756633334000005,0.62082131460063372,0.034233333333333373,0.95674125979505731,0.043258740204942692,OK
global_drift,esr_ratio,1,stress2:column:03,6,6,6,0,OK,0.031963002645502635,0.036380380150781592,0.052486833334000005,0.60897182426887986,0.036818333333333363,0.86812736351009756,0.13187263648990244,OK
global_drift,esr_ratio,1,stress2:column:04,6,6,6,0,OK,0.02984873478835981,0.032085145113916892,0.052305033334000009,0.57066658571379092,0.040529999999999955,0.73646027111669976,0.26353972888330024,OK
global_drift,esr_ratio,1,stress2:column:05,6,6,6,0,OK,0.031226118275727483,0.033903636457235792,0.05245940000000001,0.5952435269127645,0.037428055566666653,0.83429710154479408,0.16570289845520592,OK
global_drift,esr_ratio,1,stress2:column:06,6,6,6,0,OK,0.031889308862433907,0.037919921058954614,0.052558633334000002,0.60673778672636869,0.035416666666666617,0.90040401493931155,0.099595985060688452,OK
global_drift,esr_ratio,2,stress2:column:01,5,5,5,0,OK,0.0546536666666666,0.062589718009874021,0.052256633334000005,1.0458704126105078,0.081380000000000008,0.67158597526009578,0.32841402473990422,OK
global_drift,esr_ratio,2,stress2:column:02,5,5,5,0,OK,0.053381004761904861,0.061112190426025392,0.052756633334000005,1.0118349369254096,0.075306000000000012,0.70885460337695338,0.29114539662304662,OK
global_drift,esr_ratio,2,stress2:column:03,5,5,5,0,OK,0.053340571428571383,0.05792459158426648,0.052486833334000005,1.0162657573402956,0.079270000000000035,0.67289733100254012,0.32710266899745988,OK
global_drift,esr_ratio,2,stress2:column:04,5,5,5,0,OK,0.041723947619047672,0.051153443015103474,0.052305033334000009,0.79770425443789406,0.087559999999999943,0.47651836019926563,0.52348163980073437,OK
global_drift,esr_ratio,2,stress2:column:05,5,5,5,0,OK,0.051890408720476164,0.059677568254106132,0.05245940000000001,0.98915368304776941,0.080243333339999973,0.64666317512771687,0.35333682487228313,OK
global_drift,esr_ratio,2,stress2:column:06,5,5,5,0,OK,0.059870785714285682,0.06938583828502258,0.052558633334000002,1.139123716056663,0.075839999999999949,0.7894354656419531,0.2105645343580469,OK
